Public,0,1,0,0,0,0,41.888835,-87.626658,76234
Public,0,2,0,0,0,0,41.8853604,-87.6231913,76523
Public,0,1,0,0,0,0,42.294181,-87.848686,77507
Private,0,1,0,0,0,0,42.3053904,-87.8593558,77661
Public,0,2,0,0,0,0,41.6821634,-88.0840955,77882
Public,0,2,0,0,0,0,41.757183,-88.312492,77936
Public,0,2,0,0,0,0,41.8925854,-87.6180051,77956
Public,0,2,0,0,0,0,41.4823522,-87.6799545,77960
Public,0,2,0,0,0,0,41.889537,-87.623062,77993
Public,0,2,0,0,0,0,41.8367417,-87.6066607,78138
Public - Card key at all times,0,2,1,0,0,0,41.90864182,-87.65325165,78143
Public - Card key at all times,0,2,2,0,0,0,42.04216385,-88.03671265,78144
Public,2,2,0,0,0,0,42.1658128,-87.8210789,78359
Public,0,2,0,0,0,0,42.0148476,-87.6640152,78492
Public,0,2,0,0,0,0,41.8823684,-87.6421786,78523
Public,0,2,0,0,0,0,41.8174548,-88.3508062,78595
Public,0,4,0,0,0,0,41.72738,-88.03803,78756
Public,0,0,2,0,0,0,42.1112965,-87.8025611,78934
Public - Card key at all times,0,0,2,0,0,0,41.92570496,-87.66618347,79160
Public,0,0,8,0,0,0,41.8043747,-88.3696053,79190
Private,0,1,0,0,0,0,41.831349,-87.7170515,79311
Public - Card key at all times,0,0,2,0,0,0,42.11061478,-88.03433228,79356
Public,0,4,0,0,0,0,42.1391867,-87.7968158,79442
Public,0,2,0,0,0,0,42.0627435,-88.0477818,79844
Public,0,2,0,0,0,0,42.0320056,-88.2790763,79980
Public,0,2,0,0,0,0,41.996814,-87.8818889,80019
Public,0,2,0,0,0,0,41.6309104,-87.8558783,80186
Public,0,2,0,0,0,0,41.8815973,-87.6365143,80236
Public - Card key at all times,0,2,0,0,0,0,41.86792374,-87.63819122,80829
Public,0,2,0,0,0,0,42.0240228,-88.322906,80929
Public - Card key at all times,0,2,0,0,0,0,42.38973618,-87.95552063,81184
Public,0,2,0,0,0,0,41.9245874,-87.657365,81413
Public,0,4,0,0,0,0,41.889379,-87.799766,81460
Public,0,2,0,0,0,0,41.7821525,-88.1468423,81469
Public,0,2,0,0,0,0,42.2861459,-87.95561,81531
Public,0,2,0,0,0,0,42.0036555,-87.6787926,81718
Public,0,2,0,0,0,0,42.22361151,-88.26899886,81724
